"","Melanocytic","Transitory.Melanocytic","Transitory","Int.Neural.crest.like","Neural.crest.like","Undifferentiated.Neural.crest.like","Undifferentiated"
"Responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223273_",0.9737,4.1343,-2.3207,-1.5832,-1.4073,-0.9093,-2.7656
"Responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223280_",1.0387,4.4722,-2.1141,-1.4144,-1.1552,-0.8631,-2.9843
"Responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223267_",0.4232,3.7111,-2.5247,-1.7428,-1.4384,-1.8518,-3.9159
"Responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223266_",0.6133,4.2032,-2.8256,-1.4078,-1.8513,-1.7301,-3.8769
"Responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223301_",0.6625,4.4108,-2.1544,-1.5397,-1.1833,-0.1816,-1.6704
"Responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223277_",0.1685,4.0368,-2.1904,-1.6551,-2.0504,-2.5519,-4.5206
"Responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223296_",0.5592,4.3173,-2.6208,-1.2918,-1.795,-1.2451,-3.5114
"Responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223330_",0.3364,3.789,-2.4341,-1.2873,-1.5227,-1.7829,-3.6907
"Non_responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223290_",0.5943,4.7252,-2.394,-1.056,-1.4279,-1.0007,-2.7661
"Non_responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223294_",0.6562,3.8528,-2.5393,-1.8447,-1.4876,-2.0077,-3.4274
"Non_responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223299_",0.112,3.6907,-2.5692,-2.0561,-1.4649,-1.6206,-3.7654
"Non_responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223307_",0.4569,3.9584,-2.3925,-1.1601,-1.9081,-2.1149,-3.9797
"Non_responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223310_",0.4837,3.9995,-2.9445,-1.8425,-1.9724,-2.0994,-4.0607
"Non_responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223315_",0.3574,4.6428,-2.9001,-1.4917,-2.3635,-2.0569,-3.2403
"Non_responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223324_",0.6495,4.4472,-2.5667,-1.4905,-2.1787,-1.5552,-3.4965
"Non_responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223256_",0.083,3.665,-2.462,-1.9226,-0.9709,-1.5931,-3.1779
"Non_responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223261_",0.3103,4.4905,-2.5901,-1.3148,-1.8839,-1.387,-3.1299
"Non_responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223254_",0.1459,3.5968,-2.6194,-1.7329,-1.9607,-2.365,-4.4673
"Non_responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223282_",0.0673,4.0177,-2.5003,-1.0023,-2.6373,-1.3642,-4.2105
"Non_responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223320_",0.3701,4.4424,-1.834,-0.4182,-1.1715,-1.0806,-3.0279
"Non_responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223323_",0.6884,4.0349,-2.5777,-1.5363,-1.6839,-1.474,-3.5299
"Non_responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223298_",0.6757,3.9129,-2.0996,-2.3829,0.8221,0.925,0.5126
"Relapse_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223308_",0.9855,4.5421,-2.1514,-1.253,-1.0478,-0.2716,-2.4596
"Relapse_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223305_",0.9145,4.3959,-2.4554,-1.6203,-1.8775,-1.6259,-3.5411
"Relapse_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223274_",0.8523,4.3139,-1.6854,-0.5379,0.1737,0.9076,-1.069
"Growth_Delay_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223262_",0.282,3.9886,-2.8029,-1.1435,-2.3528,-1.8397,-3.5771
"Growth_Delay_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223331_",0.5438,4.0831,-2.6605,-1.1043,-1.655,-1.4749,-3.6952
"Normal_IgG_10_mg_kg__200370_",0.9306,3.7393,-2.5581,-1.8437,-1.5774,-1.7981,-3.4425
"Normal_IgG_10_mg_kg__200376_",1.1127,3.6972,-2.5345,-0.9994,-1.2493,-1.1199,-3.2465
"Normal_IgG_10_mg_kg__200378_",0.3044,3.7648,-2.3186,-1.7366,-1.0229,-1.0191,-2.9307
"Normal_IgG_10_mg_kg__200372_",0.4942,4.3434,-2.0327,-1.3019,-1.4619,-1.2761,-3.2775
"Normal_IgG_10_mg_kg__200381_",0.7315,3.7751,-2.3378,-1.9539,-1.5227,-1.1733,-3.2169
"Normal_IgG_10_mg_kg__200373_",0.6166,4.0456,-2.465,-0.7735,-1.0433,-0.2555,-2.7153
"Normal_IgG_10_mg_kg__200375_",-0.1921,3.5234,-2.4771,-1.922,-1.8115,-2.1789,-4.5266
"Normal_IgG_10_mg_kg__200377_",-0.0209,3.627,-2.8547,-1.8204,-1.9237,-1.9255,-4.4023
"Responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197451_",0.9199,4.5791,-1.9122,-1.8205,-0.372,0.1128,-1.6976
"Responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197425_",1.0926,4.3886,-2.1109,-1.7701,-0.5752,-0.4199,-2.3885
"Responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197460_",-0.1323,2.3923,-1.5164,-2.4247,0.4693,0.702,1.5682
"Responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197443_",1.4454,4.0519,-0.8583,-1.1759,2.223,3.8917,1.7203
"Responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197431_",1.0426,4.5792,-2.6086,-2.0097,-1.2894,-0.5317,-2.4801
"Responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197426_",0.7229,4.1252,-2.8198,-2.0725,-1.7659,-1.3315,-3.6815
"Responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197432_",0.8462,3.9013,-2.0266,-2.1503,-0.7945,-0.6243,-2.9155
"Responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197438_",1.4308,4.3709,-2.2715,-1.6138,-0.6045,-0.2868,-2.5208
"Responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197435_",0.9575,4.3997,-1.876,-1.3797,-0.1613,0.3033,-1.3643
"Responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197462_",0.6269,3.875,-2.1004,-2.1416,-0.69,-0.8498,-3.5355
"Non_responders_to_10mg_kg_anti_mousePD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197420_",0.6478,4.2108,-2.2323,-1.7699,-1.4045,-1.2126,-4.1654
"Non_responders_to_10mg_kg_anti_mousePD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197404_",0.3736,3.6765,-2.1748,-1.9139,-0.7289,-0.8573,-3.0818
"Non_responders_to_10mg_kg_anti_mousePD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197437_",0.4824,3.649,-2.1181,-2.3433,-1.4842,-1.5837,-3.8712
"Non_responders_to_10mg_kg_anti_mousePD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197441_",0.3943,3.8288,-2.7332,-2.1701,-1.4269,-1.3005,-3.7782
"Non_responders_to_10mg_kg_anti_mousePD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197444_",0.6525,3.4771,-2.6589,-2.2215,-1.4085,-1.5504,-4.4234
"Non_responders_to_10mg_kg_anti_mousePD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197434_",0.3595,3.5175,-2.8683,-2.0338,-1.8226,-1.8939,-3.931
"Non_responders_to_10mg_kg_anti_mousePD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197429_",-0.0346,3.5271,-2.7046,-1.8634,-1.2941,-0.8965,-3.33
"Non_responders_to_10mg_kg_anti_mousePD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197436_",-0.1399,3.4161,-2.7425,-2.4678,-1.5993,-2.093,-4.436
"Non_responders_to_10mg_kg_anti_mousePD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197409_",0.713,3.8613,-2.5716,-1.4369,-1.5002,-1.4126,-3.9398
"Stabilization_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197442_",0.2529,2.4623,-1.3611,-0.3789,2.7889,4.3718,1.1263
"Stabilization_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197456_",0.7647,4.2476,-1.6838,-1.1391,0.3621,1.4146,-0.3275
"Stabilization_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197454_",0.4886,3.9533,-2.2913,-2.1204,-0.8116,-0.4357,-3.3754
"Relapse_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197446_",0.7797,4.7716,-1.8444,-1.1433,-0.4909,0.4434,-1.1706
"Relapse_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197461_",0.7528,3.9756,-2.6048,-1.8676,-1.7348,-0.9132,-3.275
"Relapse_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197463_",0.9209,4.438,-1.6921,-1.4822,-0.7808,-0.1912,-1.0417
"PBS_10ml_Kg__189746_",0.4837,3.6371,-1.9606,-1.3368,-0.5204,-0.5576,-3.0701
"PBS_10ml_Kg__189747_",0.3639,3.735,-2.4832,-0.8894,-2.1888,-1.9498,-3.4487
"PBS_10ml_Kg__189748_",0.1593,3.4699,-2.6821,-1.788,-2.2241,-2.2266,-4.8458
"PBS_10ml_Kg__189749_",0.0421,3.1126,-2.0491,-1.65,-1.6151,-1.9924,-4.6812
