"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"Patient_21_Prog_Treated_with_dabrafenib",2.268,3.9703,1.5851,1.8172,3.7475,1.7509,-0.130287573652273,-3.08109575876557
"Patient_23_Pre_untreated",0.7283,4.4464,0.759,1.5826,4.5123,2.8589,-0.151833611819541,-12.3064805297276
"Patient_23_Prog_Treated_with_vemurafenib",1.251,4.3585,0.6706,3.7702,4.9544,1.565,-0.142335766423358,0.407351655475682
"Patient_24_Pre_untreated",1.5589,4.1984,0.6536,0.7732,2.8579,1.8328,-0.0955061120393985,-2.88750462392354
"Patient_24_Pre_untreated__replicate_",0.5916,2.8105,0.4106,0.1923,2.7896,1.9708,-0.105619558526075,6.97944978167228
"Patient_24_Prog_Treated_with_vemurafenib",0.8267,3.2385,0.6875,-1.132,3.0092,1.6112,-0.0907571893413069,3.68197994956337
"Patient_25_Pre_untreated",1.2389,3.0433,-0.2181,1.1341,4.0487,2.3191,-0.11986632662035,7.52750400627059
"Patient_25_Prog_Treated_with_vemurafenib",0.138,3.7457,-0.2693,0.8319,5.0113,1.7872,-0.123647876176238,-9.79798346124574
"Patient_28_Pre_untreated",0.1031,3.2922,-0.5106,1.2996,3.5982,2.2501,-0.132354234456073,5.50134773084023
"Patient_28_Prog_1_Treated_with_vemurafenib",0.4203,3.9672,-0.105,1.7455,3.5106,2.0657,-0.0984082314660101,-6.3730470675399
"Patient_28_Prog_2_Treated_with_vemurafenib",0.0121,3.5727,-0.1819,2.3061,3.7713,1.967,-0.12540673643479,-6.21815147407301
"Patient_28_Prog_3_Treated_with_vemurafenib",1.399,3.9449,0.3586,1.9529,4.1853,3.2292,-0.148799577873538,-5.95729216028889
"Patient_28_Prog_4_Treated_with_vemurafenib",1.5013,3.225,-0.0691,1.8306,3.1536,3.4513,-0.127605311757981,6.59065843255636
"Patient_30_Pre_untreated",-1.0424,2.5497,-0.6875,2.026,3.5762,1.5722,-0.0863600386949257,8.68629616676796
"Patient_30_Prog_Treated_with_vemurafenib",1.1701,1.8389,-0.721,1.3096,4.0531,2.6513,-0.102453610060681,-1.06214202712252
